N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,irrigation,fertilizer,label
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,Silty,Summer,North,Drip,Chemical,Banana
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,Loamy,Summer,West,Rainfed,Organic,Maize
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,Silty,Winter,West,Rainfed,Organic,Apple
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,Clay,Summer,South,Canal,Chemical,Cabbage
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,Silty,Summer,North,Rainfed,Organic,Millet
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,Silty,Summer,East,Rainfed,Mixed,Mango
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,Clay,Rainy,West,Canal,Chemical,Cabbage
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,Silty,Summer,East,Drip,Organic,Orange
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,Clay,Rainy,West,Canal,Organic,Coffee
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,Silty,Rainy,South,Drip,Chemical,Onion
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,Clay,Summer,North,Canal,Organic,Pineapple
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,Silty,Rainy,West,Canal,Chemical,Groundnut
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,Silty,Summer,North,Rainfed,Organic,Tea
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,Loamy,Winter,East,Canal,Mixed,Tomato
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,Loamy,Winter,South,Canal,Organic,Potato
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,Silty,Winter,North,Drip,Organic,Tomato
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,Silty,Winter,South,Rainfed,Chemical,Pepper
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,Sandy,Rainy,North,Drip,Organic,Tomato
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,Clay,Summer,East,Drip,Chemical,Sunflower
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,Sandy,Summer,East,Rainfed,Mixed,Tomato
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,Loamy,Summer,South,Rainfed,Chemical,Maize
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,Loamy,Winter,East,Rainfed,Chemical,Cardamom
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,Loamy,Winter,West,Canal,Organic,Maize
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,Loamy,Summer,North,Rainfed,Mixed,Maize
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,Silty,Winter,East,Rainfed,Chemical,Rice
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,Loamy,Summer,West,Rainfed,Organic,Maize
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,Silty,Summer,South,Drip,Organic,Pulses
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,Silty,Summer,West,Drip,Chemical,Cabbage
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,Loamy,Summer,South,Canal,Organic,Maize
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,Loamy,Summer,South,Drip,Chemical,Maize
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,Clay,Summer,North,Canal,Chemical,Wheat
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,Sandy,Summer,North,Drip,Chemical,Potato
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,Loamy,Winter,West,Rainfed,Mixed,Pulses
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,Clay,Summer,North,Drip,Chemical,Sunflower
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,Clay,Summer,North,Canal,Organic,Groundnut
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,Sandy,Winter,North,Drip,Mixed,Sugarcane
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,Silty,Winter,West,Rainfed,Organic,Banana
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,Loamy,Winter,East,Canal,Mixed,Rice
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,Sandy,Summer,North,Rainfed,Mixed,Barley
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,Loamy,Rainy,North,Rainfed,Mixed,Coconut
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,Clay,Rainy,West,Canal,Mixed,Grapes
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,Clay,Winter,East,Rainfed,Organic,Millet
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,Silty,Rainy,North,Rainfed,Chemical,Groundnut
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,Clay,Winter,South,Drip,Organic,Cabbage
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,Clay,Summer,West,Rainfed,Chemical,Millet
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,Sandy,Rainy,North,Rainfed,Organic,Tea
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,Loamy,Summer,North,Rainfed,Mixed,Maize
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,Loamy,Rainy,South,Rainfed,Mixed,Apple
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,Sandy,Summer,South,Canal,Chemical,Tomato
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,Silty,Rainy,West,Drip,Chemical,Cardamom
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,Loamy,Summer,West,Rainfed,Organic,Maize
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,Clay,Summer,South,Rainfed,Chemical,Cotton
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,Loamy,Rainy,West,Canal,Organic,Sugarcane
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,Clay,Summer,South,Rainfed,Chemical,Orange
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,Silty,Summer,North,Canal,Chemical,Banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,Sandy,Summer,South,Drip,Chemical,Wheat
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,Loamy,Rainy,South,Drip,Mixed,Pulses
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,Sandy,Rainy,East,Rainfed,Mixed,Tomato
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,Loamy,Summer,South,Rainfed,Organic,Maize
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,Clay,Summer,South,Rainfed,Chemical,Pulses
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,Sandy,Rainy,East,Canal,Organic,Wheat
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,Loamy,Rainy,West,Rainfed,Chemical,Sunflower
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,Clay,Summer,East,Rainfed,Mixed,Soybean
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,Sandy,Summer,North,Drip,Mixed,Mustard
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,Sandy,Summer,East,Rainfed,Chemical,Coffee
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,Loamy,Winter,North,Drip,Chemical,Wheat
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,Loamy,Rainy,West,Rainfed,Mixed,Barley
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,Loamy,Winter,East,Drip,Mixed,Groundnut
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,Clay,Rainy,East,Rainfed,Organic,Turmeric
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,Loamy,Rainy,West,Drip,Mixed,Orange
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,Sandy,Rainy,North,Canal,Chemical,Coconut
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,Sandy,Rainy,East,Drip,Organic,Rice
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,Loamy,Rainy,North,Drip,Chemical,Cotton
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,Loamy,Rainy,East,Drip,Organic,Cabbage
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,Silty,Rainy,South,Rainfed,Chemical,Maize
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,Sandy,Winter,East,Rainfed,Mixed,Pepper
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,Clay,Summer,West,Rainfed,Chemical,Mango
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,Silty,Summer,West,Canal,Organic,Jute
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,Loamy,Winter,North,Canal,Chemical,Sugarcane
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,Loamy,Winter,East,Drip,Organic,Coconut
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,Sandy,Winter,North,Canal,Chemical,Potato
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,Loamy,Winter,North,Drip,Mixed,Soybean
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,Clay,Rainy,South,Drip,Mixed,Apple
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,Sandy,Summer,South,Drip,Chemical,Pulses
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,Loamy,Rainy,West,Canal,Chemical,Pepper
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,Sandy,Summer,North,Rainfed,Chemical,Onion
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,Loamy,Summer,West,Canal,Organic,Maize
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,Loamy,Winter,East,Drip,Chemical,Mango
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,Loamy,Rainy,North,Drip,Chemical,Coffee
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,Clay,Winter,North,Canal,Organic,Millet
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,Clay,Rainy,East,Drip,Mixed,Mango
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,Sandy,Summer,East,Drip,Chemical,Jute
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,Loamy,Winter,West,Canal,Chemical,Tea
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,Loamy,Winter,West,Canal,Mixed,Grapes
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,Clay,Summer,East,Canal,Mixed,Groundnut
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,Loamy,Summer,West,Drip,Organic,Maize
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,Clay,Summer,East,Drip,Chemical,Pepper
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,Loamy,Winter,North,Rainfed,Chemical,Apple
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,Sandy,Rainy,North,Rainfed,Organic,Grapes
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,Loamy,Winter,South,Canal,Mixed,Cotton
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,Loamy,Rainy,North,Rainfed,Organic,Turmeric
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,Silty,Winter,East,Drip,Mixed,Rice
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,Clay,Winter,West,Rainfed,Organic,Tomato
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,Loamy,Summer,South,Drip,Mixed,Maize
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,Loamy,Rainy,West,Canal,Organic,Orange
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,Silty,Winter,East,Canal,Mixed,Mango
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,Silty,Winter,North,Drip,Mixed,Rice
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,Clay,Summer,South,Rainfed,Mixed,Cardamom
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,Silty,Summer,East,Canal,Mixed,Banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,Sandy,Rainy,South,Canal,Mixed,Tomato
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,Silty,Winter,South,Rainfed,Chemical,Tea
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,Sandy,Rainy,North,Rainfed,Mixed,Turmeric
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,Clay,Winter,East,Drip,Chemical,Soybean
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,Clay,Rainy,West,Rainfed,Mixed,Chickpea
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,Clay,Summer,South,Rainfed,Chemical,Jute
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,Clay,Winter,South,Rainfed,Chemical,Potato
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,Clay,Rainy,West,Drip,Organic,Groundnut
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,Sandy,Summer,East,Drip,Mixed,Mango
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,Sandy,Summer,South,Canal,Organic,Groundnut
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,Clay,Rainy,South,Drip,Organic,Rice
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,Silty,Winter,South,Canal,Mixed,Orange
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,Loamy,Winter,East,Rainfed,Organic,Coffee
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,Clay,Summer,East,Canal,Mixed,Chickpea
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,Silty,Winter,West,Canal,Organic,Mustard
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,Loamy,Winter,East,Rainfed,Mixed,Coconut
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,Clay,Winter,East,Canal,Mixed,Mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,Clay,Summer,North,Drip,Mixed,Apple
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,Sandy,Rainy,West,Drip,Chemical,Orange
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,Loamy,Winter,South,Drip,Organic,Coconut
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,Loamy,Summer,East,Drip,Chemical,Maize
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,Silty,Summer,South,Canal,Organic,Onion
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,Sandy,Rainy,South,Canal,Organic,Turmeric
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,Sandy,Winter,North,Rainfed,Organic,Tomato
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,Sandy,Winter,East,Canal,Chemical,Sugarcane
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,Sandy,Rainy,West,Canal,Organic,Banana
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,Loamy,Rainy,East,Canal,Chemical,Rice
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,Loamy,Summer,South,Rainfed,Mixed,Maize
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,Clay,Summer,West,Drip,Organic,Rice
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,Clay,Rainy,East,Canal,Organic,Pepper
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,Sandy,Winter,South,Rainfed,Mixed,Coconut
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,Sandy,Summer,South,Rainfed,Mixed,Jute
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,Sandy,Summer,North,Rainfed,Organic,Pineapple
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,Clay,Winter,North,Drip,Mixed,Tomato
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,Silty,Summer,North,Canal,Chemical,Sugarcane
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,Silty,Winter,South,Rainfed,Chemical,Potato
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,Clay,Winter,East,Drip,Organic,Banana
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,Clay,Winter,North,Rainfed,Chemical,Sunflower
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,Clay,Rainy,East,Rainfed,Chemical,Chickpea
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,Clay,Rainy,North,Rainfed,Organic,Sunflower
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,Clay,Rainy,West,Rainfed,Mixed,Potato
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,Clay,Winter,West,Rainfed,Organic,Turmeric
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,Sandy,Winter,North,Drip,Chemical,Coconut
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,Sandy,Rainy,South,Canal,Organic,Soybean
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,Sandy,Summer,North,Canal,Organic,Pepper
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,Sandy,Winter,North,Canal,Chemical,Tea
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,Clay,Summer,South,Canal,Chemical,Potato
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,Silty,Summer,West,Drip,Organic,Coffee
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,Loamy,Winter,East,Drip,Chemical,Millet
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,Clay,Winter,North,Drip,Chemical,Soybean
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,Loamy,Summer,South,Rainfed,Chemical,Maize
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,Silty,Summer,North,Rainfed,Chemical,Turmeric
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,Sandy,Rainy,South,Rainfed,Chemical,Orange
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,Silty,Rainy,East,Canal,Chemical,Maize
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,Clay,Winter,East,Rainfed,Mixed,Jute
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,Sandy,Rainy,West,Canal,Organic,Apple
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,Clay,Rainy,South,Rainfed,Chemical,Banana
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,Sandy,Rainy,South,Canal,Organic,Tea
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,Loamy,Rainy,West,Rainfed,Mixed,Mustard
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,Loamy,Summer,West,Rainfed,Chemical,Maize
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,Loamy,Winter,South,Drip,Organic,Pepper
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,Silty,Rainy,West,Rainfed,Chemical,Mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,Clay,Summer,East,Rainfed,Chemical,Sunflower
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,Silty,Summer,North,Drip,Chemical,Coffee
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,Loamy,Summer,East,Canal,Chemical,Maize
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,Clay,Rainy,West,Drip,Chemical,Millet
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,Loamy,Rainy,South,Drip,Chemical,Chickpea
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,Silty,Winter,South,Canal,Chemical,Barley
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,Silty,Rainy,East,Rainfed,Mixed,Grapes
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,Silty,Rainy,South,Canal,Mixed,Pineapple
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,Loamy,Summer,West,Rainfed,Chemical,Maize
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,Clay,Winter,East,Rainfed,Chemical,Mustard
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,Clay,Rainy,South,Canal,Mixed,Barley
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,Loamy,Rainy,North,Drip,Mixed,Banana
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,Clay,Summer,North,Canal,Mixed,Cabbage
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,Loamy,Summer,West,Rainfed,Chemical,Maize
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,Clay,Rainy,South,Canal,Organic,Cardamom
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,Sandy,Winter,West,Canal,Organic,Coffee
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,Sandy,Winter,East,Rainfed,Organic,Onion
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,Silty,Summer,North,Drip,Organic,Cotton
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,Sandy,Summer,East,Canal,Chemical,Millet
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,Sandy,Rainy,South,Rainfed,Organic,Coffee
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,Sandy,Summer,West,Rainfed,Mixed,Tomato
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,Loamy,Rainy,West,Canal,Mixed,Wheat
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,Sandy,Winter,West,Drip,Organic,Sugarcane
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,Sandy,Winter,East,Canal,Mixed,Banana
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,Silty,Rainy,North,Drip,Chemical,Grapes
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,Sandy,Summer,East,Drip,Organic,Pineapple
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,Sandy,Winter,East,Drip,Organic,Millet
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,Clay,Summer,South,Drip,Chemical,Turmeric
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,Silty,Winter,South,Canal,Mixed,Chickpea
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,Silty,Rainy,South,Rainfed,Chemical,Onion
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,Silty,Rainy,North,Rainfed,Chemical,Onion
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,Silty,Rainy,North,Rainfed,Mixed,Mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,Silty,Winter,South,Rainfed,Chemical,Chickpea
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,Silty,Summer,South,Rainfed,Mixed,Sunflower
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,Loamy,Summer,North,Rainfed,Mixed,Maize
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,Sandy,Summer,West,Canal,Chemical,Groundnut
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,Silty,Winter,North,Drip,Mixed,Rice
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,Sandy,Winter,North,Rainfed,Chemical,Sugarcane
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,Sandy,Winter,North,Canal,Mixed,Onion
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,Loamy,Winter,South,Rainfed,Organic,Cotton
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,Silty,Winter,West,Rainfed,Mixed,Apple
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,Clay,Summer,North,Drip,Mixed,Mustard
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,Loamy,Winter,South,Drip,Chemical,Apple
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,Clay,Winter,East,Drip,Mixed,Apple
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,Sandy,Summer,East,Rainfed,Organic,Cabbage
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,Sandy,Winter,North,Rainfed,Organic,Cabbage
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,Loamy,Summer,East,Rainfed,Mixed,Maize
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,Loamy,Summer,West,Drip,Mixed,Maize
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,Clay,Rainy,East,Canal,Organic,Turmeric
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,Silty,Rainy,East,Rainfed,Chemical,Wheat
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,Clay,Rainy,West,Rainfed,Organic,Maize
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,Loamy,Rainy,North,Rainfed,Organic,Cardamom
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,Clay,Winter,North,Canal,Mixed,Coconut
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,Loamy,Rainy,West,Rainfed,Mixed,Groundnut
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,Clay,Summer,West,Canal,Organic,Orange
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,Loamy,Winter,West,Rainfed,Chemical,Potato
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,Loamy,Rainy,East,Canal,Organic,Cotton
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,Loamy,Summer,West,Rainfed,Organic,Maize
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,Silty,Winter,South,Drip,Chemical,Apple
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,Clay,Winter,East,Drip,Organic,Cabbage
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,Clay,Rainy,North,Drip,Organic,Pineapple
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,Clay,Winter,North,Drip,Mixed,Banana
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,Loamy,Summer,North,Rainfed,Chemical,Maize
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,Clay,Winter,East,Drip,Mixed,Tomato
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,Clay,Summer,South,Canal,Mixed,Potato
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,Loamy,Winter,West,Drip,Chemical,Barley
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,Sandy,Rainy,West,Drip,Chemical,Tea
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,Loamy,Summer,North,Drip,Organic,Maize
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,Clay,Winter,North,Rainfed,Mixed,Pineapple
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,Loamy,Winter,East,Drip,Chemical,Pulses
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,Sandy,Winter,South,Canal,Mixed,Banana
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,Loamy,Summer,West,Drip,Mixed,Maize
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,Clay,Summer,East,Drip,Chemical,Orange
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,Sandy,Summer,West,Drip,Organic,Cardamom
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,Silty,Rainy,North,Canal,Mixed,Cardamom
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,Clay,Rainy,West,Drip,Chemical,Barley
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,Sandy,Summer,South,Canal,Organic,Chickpea
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,Sandy,Winter,South,Canal,Mixed,Grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,Silty,Rainy,North,Drip,Chemical,Sugarcane
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,Loamy,Summer,South,Canal,Mixed,Maize
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,Loamy,Winter,South,Rainfed,Chemical,Grapes
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,Clay,Rainy,East,Drip,Chemical,Grapes
